index	family	c	k	pattern	selector	H	exterior	pairs	rows
318	C77	13	6	OO	13563	2,3,4,5,6,7,15,16,17,18,19,20,21	28	378	1134
319	C77partition	9	0	HO	13564	15,16,17,18,19,20,21,22,23	32	496	1488
320	C77partition	9	0	AB	13565	15,16,17,18,19,20,21,22,23	32	496	1488
321	C77partition	9	1	HO	13566	2,15,16,17,18,19,20,21,22	32	496	1488
322	C77partition	9	1	AB	13567	2,15,16,17,18,19,20,21,22	32	496	1488
323	C77partition	9	2	HO	13568	2,3,15,16,17,18,19,20,21	32	496	1488
324	C77partition	9	2	AB	13569	2,3,15,16,17,18,19,20,21	32	496	1488
325	C77partition	9	3	HO	13570	2,3,4,15,16,17,18,19,20	32	496	1488
326	C77partition	9	3	AB	13571	2,3,4,15,16,17,18,19,20	32	496	1488
327	C77partition	9	4	HO	13572	2,3,4,5,15,16,17,18,19	32	496	1488
328	C77partition	9	4	AB	13573	2,3,4,5,15,16,17,18,19	32	496	1488
329	C77partition	9	5	HO	13574	2,3,4,5,6,15,16,17,18	32	496	1488
330	C77partition	9	5	AB	13575	2,3,4,5,6,15,16,17,18	32	496	1488
331	C77partition	9	6	HO	13576	2,3,4,5,6,7,15,16,17	32	496	1488
332	C77partition	9	6	AB	13577	2,3,4,5,6,7,15,16,17	32	496	1488
333	C77partition	10	0	HO	13578	15,16,17,18,19,20,21,22,23,24	31	465	1395
334	C77partition	10	0	AB	13579	15,16,17,18,19,20,21,22,23,24	31	465	1395
335	C77partition	10	1	HO	13580	2,15,16,17,18,19,20,21,22,23	31	465	1395
336	C77partition	10	1	AB	13581	2,15,16,17,18,19,20,21,22,23	31	465	1395
337	C77partition	10	2	HO	13582	2,3,15,16,17,18,19,20,21,22	31	465	1395
338	C77partition	10	2	AB	13583	2,3,15,16,17,18,19,20,21,22	31	465	1395
339	C77partition	10	3	HO	13584	2,3,4,15,16,17,18,19,20,21	31	465	1395
340	C77partition	10	3	AB	13585	2,3,4,15,16,17,18,19,20,21	31	465	1395
341	C77partition	10	4	HO	13586	2,3,4,5,15,16,17,18,19,20	31	465	1395
342	C77partition	10	4	AB	13587	2,3,4,5,15,16,17,18,19,20	31	465	1395
343	C77partition	10	5	HO	13588	2,3,4,5,6,15,16,17,18,19	31	465	1395
344	C77partition	10	5	AB	13589	2,3,4,5,6,15,16,17,18,19	31	465	1395
345	C77partition	10	6	HO	13590	2,3,4,5,6,7,15,16,17,18	31	465	1395
346	C77partition	10	6	AB	13591	2,3,4,5,6,7,15,16,17,18	31	465	1395
347	C77partition	11	0	HO	13592	15,16,17,18,19,20,21,22,23,24,25	30	435	1305
348	C77partition	11	0	AB	13593	15,16,17,18,19,20,21,22,23,24,25	30	435	1305
349	C77partition	11	1	HO	13594	2,15,16,17,18,19,20,21,22,23,24	30	435	1305
350	C77partition	11	1	AB	13595	2,15,16,17,18,19,20,21,22,23,24	30	435	1305
351	C77partition	11	2	HO	13596	2,3,15,16,17,18,19,20,21,22,23	30	435	1305
352	C77partition	11	2	AB	13597	2,3,15,16,17,18,19,20,21,22,23	30	435	1305
353	C77partition	11	3	HO	13598	2,3,4,15,16,17,18,19,20,21,22	30	435	1305
354	C77partition	11	3	AB	13599	2,3,4,15,16,17,18,19,20,21,22	30	435	1305
355	C77partition	11	4	HO	13600	2,3,4,5,15,16,17,18,19,20,21	30	435	1305
356	C77partition	11	4	AB	13601	2,3,4,5,15,16,17,18,19,20,21	30	435	1305
357	C77partition	11	5	HO	13602	2,3,4,5,6,15,16,17,18,19,20	30	435	1305
358	C77partition	11	5	AB	13603	2,3,4,5,6,15,16,17,18,19,20	30	435	1305
359	C77partition	11	6	HO	13604	2,3,4,5,6,7,15,16,17,18,19	30	435	1305
360	C77partition	11	6	AB	13605	2,3,4,5,6,7,15,16,17,18,19	30	435	1305
361	C77partition	12	0	HO	13606	15,16,17,18,19,20,21,22,23,24,25,26	29	406	1218
362	C77partition	12	0	AB	13607	15,16,17,18,19,20,21,22,23,24,25,26	29	406	1218
363	C77partition	12	1	HO	13608	2,15,16,17,18,19,20,21,22,23,24,25	29	406	1218
364	C77partition	12	1	AB	13609	2,15,16,17,18,19,20,21,22,23,24,25	29	406	1218
365	C77partition	12	2	HO	13610	2,3,15,16,17,18,19,20,21,22,23,24	29	406	1218
366	C77partition	12	2	AB	13611	2,3,15,16,17,18,19,20,21,22,23,24	29	406	1218
367	C77partition	12	3	HO	13612	2,3,4,15,16,17,18,19,20,21,22,23	29	406	1218
368	C77partition	12	3	AB	13613	2,3,4,15,16,17,18,19,20,21,22,23	29	406	1218
369	C77partition	12	4	HO	13614	2,3,4,5,15,16,17,18,19,20,21,22	29	406	1218
370	C77partition	12	4	AB	13615	2,3,4,5,15,16,17,18,19,20,21,22	29	406	1218
371	C77partition	12	5	HO	13616	2,3,4,5,6,15,16,17,18,19,20,21	29	406	1218
372	C77partition	12	5	AB	13617	2,3,4,5,6,15,16,17,18,19,20,21	29	406	1218
373	C77partition	12	6	HO	13618	2,3,4,5,6,7,15,16,17,18,19,20	29	406	1218
374	C77partition	12	6	AB	13619	2,3,4,5,6,7,15,16,17,18,19,20	29	406	1218
375	C77partition	13	0	HO	13620	15,16,17,18,19,20,21,22,23,24,25,26,27	28	378	1134
376	C77partition	13	0	AB	13621	15,16,17,18,19,20,21,22,23,24,25,26,27	28	378	1134
377	C77partition	13	1	HO	13622	2,15,16,17,18,19,20,21,22,23,24,25,26	28	378	1134
378	C77partition	13	1	AB	13623	2,15,16,17,18,19,20,21,22,23,24,25,26	28	378	1134
379	C77partition	13	2	HO	13624	2,3,15,16,17,18,19,20,21,22,23,24,25	28	378	1134
380	C77partition	13	2	AB	13625	2,3,15,16,17,18,19,20,21,22,23,24,25	28	378	1134
381	C77partition	13	3	HO	13626	2,3,4,15,16,17,18,19,20,21,22,23,24	28	378	1134
382	C77partition	13	3	AB	13627	2,3,4,15,16,17,18,19,20,21,22,23,24	28	378	1134
383	C77partition	13	4	HO	13628	2,3,4,5,15,16,17,18,19,20,21,22,23	28	378	1134
384	C77partition	13	4	AB	13629	2,3,4,5,15,16,17,18,19,20,21,22,23	28	378	1134
385	C77partition	13	5	HO	13630	2,3,4,5,6,15,16,17,18,19,20,21,22	28	378	1134
386	C77partition	13	5	AB	13631	2,3,4,5,6,15,16,17,18,19,20,21,22	28	378	1134
387	C77partition	13	6	HO	13632	2,3,4,5,6,7,15,16,17,18,19,20,21	28	378	1134
388	C77partition	13	6	AB	13633	2,3,4,5,6,7,15,16,17,18,19,20,21	28	378	1134
