axis_word	orbit_size	weight	rank	signature	case_0_a_mask	case_1_a_mask	case_2_a_mask	case_3_a_mask	case_4_a_mask	case_5_a_mask
00f55f	21	12	10	087	ee2211dd1ed2e12dee2211dd1ed2e12deeddeedd1e2d1e2deeddeedd1e2d1e2d1ed2e12d11ddee221ed2e12d11ddee221e2d1e2d112211221e2d1e2d1122112244884488b478b47844884488b478b4784477bb88b4874b784477bb88b4874b78b478b478bb77bb77b478b478bb77bb77b4874b78bb884477b4874b78bb884477	002211dd10d2e12d002211dd10d2e12d00dd00dd102d102d00dd00dd102d102d1ed2e12d11ddee221ed2e12d11ddee221e2d0e2d112200221e2d0e2d1122002244004488b470b47844004488b470b4784477bb88b4874b784477bb88b4874b78b408b408bb00bb00b408b408bb00bb00b4874b08bb884400b4874b08bb884400	002211dd10d2e12d002211dd10d2e12d00dd00dd102d102d00dd00dd102d102d1ed2e12d11dcee221ed2e12d11ddee221e2d0e2d112200221e2d0e2d1122002244004488b470b47844004488b470b4784477bb88b4874b7844773b88b4874b78b408b408bb00bb00b408b408bb00bb00b4874b08bb884400b4874b08bb884400	ee2211881ed2e128ee2211881ed2e128eeddee881e2d1e28eeddee881e2d1e281e82e1081188ee001e82e1081188ee001e2d0e08112200001e2d0e081122000044884488b478b47844884488b478b47844778888b487487844770888b48748788408840888008800840884088800880084870808888800008487080888880000	ee2211881ed2e128ee2211881ed2e128eeddee881e2d1e28eeddee881e2d1e281e82e1081188ee001e82e1081188ee001e2d0e08112200001e2d0e081122000044884488b478b47844884488b478b47844778888b487487844770888b48748788408840888008800840884088800880084870808888800008487080888880000	0022118810d2e1280022118810d2e12800dd0088102d102800dd0088102d10281e82e1081188ee001e82e1081188ee001e2d0e08112200001e2d0e081122000044004488b470b47844004488b470b47844778888b487487844770888b48748788408840888008800840884088800880084870808888800008487080888880000
03f25d	21	12	10	087	ee2211dd1ed2e12dee2211dd1ed2e12deeddeedd1e2d1e2deeddeedd1e2d1e2d1ed2e12d11ddee221ed2e12d11ddee221e2d1e2d112211221e2d1e2d1122112244884488b478b47844884488b478b4784477bb88b4874b784477bb88b4874b78b478b478bb77bb77b478b478bb77bb77b4874b78bb884477b4874b78bb884477	002211dd10d2e12d002211dd10d2e12d00dd00dd102d102d00dd00dd102d102d1ed2e12d11ddee221ed2e12d11ddee221e2d0e2d112200221e2d0e2d1122002244004488b470b47844004488b470b4784477bb88b4874b784477bb88b4874b78b408b408bb00bb00b408b408bb00bb00b4874b08bb884400b4874b08bb884400	002211dd10d2e12d002211dd10d2e12d00dd00dd102d102d00dd00dd102d102d1ed2e12d11dcee221ed2e12d11ddee221e2d0e2d112200221e2d0e2d1122002244004488b470b47844004488b470b4784477bb88b4874b7844773b88b4874b78b408b408bb00bb00b408b408bb00bb00b4874b08bb884400b4874b08bb884400	ee2211881ed2e128ee2211881ed2e128eeddee881e2d1e28eeddee881e2d1e281e82e1081188ee001e82e1081188ee001e2d0e08112200001e2d0e081122000044884488b478b47844884488b478b47844778888b487487844770888b48748788408840888008800840884088800880084870808888800008487080888880000	ee2211881ed2e128ee2211881ed2e128eeddee881e2d1e28eeddee881e2d1e281e82e1081188ee001e82e1081188ee001e2d0e08112200001e2d0e081122000044884488b478b47844884488b478b47844778888b487487844770888b48748788408840888008800840884088800880084870808888800008487080888880000	0022118810d2e1280022118810d2e12800dd0088102d102800dd0088102d10281e82e1081188ee001e82e1081188ee001e2d0e08112200001e2d0e081122000044004488b470b47844004488b470b47844778888b487487844770888b48748788408840888008800840884088800880084870808888800008487080888880000
008c79	21	8	9	088	00b000400000000000b00040000000000040004000000000004000400000000000000000000b000400000000000b000400000000000400040000000000040004200020000000000020002000000000002000d000000000002000d00000000000000000000200020000000000020002000000000002000d000000000002000d00	00b000400000000000b00040000000000040004000000000004000400000000000000000000b000400000000000b000400000000000400040000000000040004200020000000000020002000000000002000d000000000002000d00000000000000000000200020000000000020002000000000002000d000000000002000d00	00b000400000000000b00040000000000040004000000000004000400000000000000000000b000400000000000b000400000000000400040000000000040004200020000000000020002000000000002000d000000000002000d00000000000000000000200020000000000020002000000000002000d000000000002000d00	0000000000000000000000000000000000400000000000000040000000000000000000000000000000000000000000000000000000040000000000000004000020002000000000002000200000000000200000000000000020000000000000000000000002000200000000000200020000000000020000000000000002000000	0000000000000000000000000000000000400000000000000040000000000000000000000000000000000000000000000000000000040000000000000004000020002000000000002000200000000000200000000000000020000000000000000000000002000200000000000200020000000000020000000000000002000000	0000000000000000000000000000000000400000000000000040000000000000000000000000000000000000000000000000000000040000000000000004000020002000000000002000200000000000200000000000000020000000000000000000000002000200000000000200020000000000020000000000000002000000
01f2cf	21	12	9	090	0040004000000000004000400000000000b000400000000000b00040000000000000000000040004000000000004000400000000000b000400000000000b00042000d000000000002000d00000000000200020000000000020002000000000000000000002000d000000000002000d0000000000020002000000000002000200	0040004000000000004000400000000000b000400000000000b00040000000000000000000040004000000000004000400000000000b000400000000000b00042000d000000000002000d00000000000200020000000000020002000000000000000000002000d000000000002000d0000000000020002000000000002000200	0040004000000000004000400000000000b000400000000000b00040000000000000000000040004000000000004000400000000000b000400000000000b00042000d000000000002000d00000000000200020000000000020002000000000000000000002000d000000000002000d0000000000020002000000000002000200	004000000000000000400000000000000000000000000000000000000000000000000000000400000000000000040000000000000000000000000000000000002000c000000000002000c00000000000000000000000000000000000000000000000000002000c000000000002000c0000000000000000000000000000000000	004000000000000000400000000000000000000000000000000000000000000000000000000400000000000000040000000000000000000000000000000000002000c000000000002000c00000000000000000000000000000000000000000000000000002000c000000000002000c0000000000000000000000000000000000	004000000000000000400000000000000000000000000000000000000000000000000000000400000000000000040000000000000000000000000000000000002000c000000000002000c00000000000000000000000000000000000000000000000000002000c000000000002000c0000000000000000000000000000000000
000183	21	4	7	0a0	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
038fa7	21	12	10	0b8	87b487b488bb88bb87b487b488bb88bb874b78b4884477bb874b78b4884477bb7744774487b487b47744774487b487b477bb8844874b78b477bb8844874b78b42d1ed2e12211ddee2d1ed2e12211ddee2de12de122ee22ee2de12de122ee22eeddee22112d1ed2e1ddee22112d1ed2e1dd11dd112de12de1dd11dd112de12de1	07b407b408bb08bb07b407b408bb08bb074b70b4084477bb074b70b4084477bb7744774407b407b47744774407b407b477bb8044074b70b477bb8044074b70b42d0ed2e02201ddee2d0ed2e02201ddee2de02de022ee22ee2de02de022ee22eeddee22102d0ed2e0ddee22102d0ed2e0dd10dd102de02de0dd10dd102de02de0	07b407b408bb08bb07b407b408bb08bb024b70b4080477bb074b70b4084477bb7744774407b007b47744774407b407b477bb8044074b70b477bb8044074b70b42d0ed2e02201ddee2d0ed2e02201ddee2de02de022ee22ee2de00de022ee22eeddee22102d0ed2e0ddee20102d0ed240dd10dd102de02de0dd10dd102de02de0	87b4870088bb880087b4870088bb8800874070008844770087407000884477007744774087b487007744774087b4870077b080408740700077b08040874070002d1ed2e02211ddee2d1ed2e02211ddee20e020e022ee22ee20e020e022ee22eeddee22102d1ed2e0ddee22102d1ed2e0d010d01020e020e0d010d01020e020e0	87b4870088bb880087b4870088bb8800874070008844770087407000884477007744774087b487007744774087b4870077b080408740700077b08040874070002d1ed2e02211ddee2d1ed2e02211ddee20e020e022ee22ee20e020e022ee22eeddee22102d1ed2e0ddee22102d1ed2e0d010d01020e020e0d010d01020e020e0	07b4070008bb080007b4070008bb0800074070000844770007407000084477007744774007b407007744774007b4070077b080400740700077b08040074070002d0ed2e02201ddee2d0ed2e02201ddee20e020e022ee22ee20e020e022ee22eeddee22102d0ed2e0ddee22102d0ed2e0d010d01020e020e0d010d01020e020e0
034ef3	21	12	10	0bb	e1d2e1d2eeddeedde1d2e1d2eeddeedde12d1ed2ee2211dde12d1ed2ee2211dd11221122e1d2e1d211221122e1d2e1d211ddee22e12d1ed211ddee22e12d1ed24b78b4874477bb884b78b4874477bb884b874b87448844884b874b8744884488bb8844774b78b487bb8844774b78b487bb77bb774b874b87bb77bb774b874b87	01d201d20edd0edd01d201d20edd0edd012d1ad20e2211dd012d1ad20e2211dd1122112201d201d21122112201d201d211ddea22012d1ad211ddea22012d1ad24b58b4804457bb884b58b4804457bb884b804b80448844884b804b8044884488bb8844704b58b480bb8844704b58b480bb70bb704b804b80bb70bb704b804b80	01d201d20edd0edd01d201d20edd0edd012d1ad20e2211dd012d1ad20e2211dd1122112201d201d21122112201d201d211ddea22012d1ad211ddea22012d1ad24b58b4804457bb884b58b4804457bb884b804b80448844884b804b8044884488bb8844704b58b480bb8844704b58b480bb70bb704b804b80bb70bb704b804b80	e1d2e180eeddee88e1d2e180eeddee88e1281a80ee221188e1281a80ee22118811221120e1d2e18011221120e1d2e18011d8ea20e1281a8011d8ea20e1281a804b78b0804477bb884b78b0804477bb8800800080008800880080008000880088bb8840704b78b080bb8840704b78b080b070b07000800080b070b07000800080	e1d2e180eeddee88e1d2e180eeddee88e1281a80ee221188e1281a80ee22118811221120e1d2e18011221120e1d2e18011d8ea20e1281a8011d8ea20e1281a804b78b0804477bb884b78b0804477bb8800800080008800880080008000880088bb8840704b78b080bb8840704b78b080b070b07000800080b070b07000800080	01d201800edd0e8801d201800edd0e8801281a800e22118801281a800e2211881122112001d201801122112001d2018011d8ea2001281a8011d8ea2001281a804b58b0804457bb884b58b0804457bb8800800080008800880080008000880088bb8840704b58b080bb8840704b58b080b070b07000800080b070b07000800080
004575	21	8	9	0ca	008000700000000000700080000000000070007000000000008000800000000000000000000800070000000000070008000000000007000700000000000800081000100000000000e000e000000000001000e00000000000e0001000000000000000000001000100000000000e000e000000000001000e00000000000e000100	008000700000000000700080000000000070007000000000008000800000000000000000000800070000000000070008000000000007000700000000000800081000100000000000e000e000000000001000e00000000000e0001000000000000000000001000100000000000e000e000000000001000e00000000000e000100	008000700000000000700080000000000070007000000000008000800000000000000000000800070000000000070008000000000007000700000000000800081000100000000000e000e000000000001000e00000000000e0001000000000000000000001000100000000000e000e000000000001000e00000000000e000100	008000000000000000000000000000000070000000000000008000000000000000000000000800000000000000000000000000000007000000000000000800001000100000000000a000a000000000001000a00000000000a0000000000000000000000001000100000000000a000a000000000001000a00000000000a000000	008000000000000000000000000000000070000000000000008000000000000000000000000800000000000000000000000000000007000000000000000800001000100000000000a000a000000000001000a00000000000a0000000000000000000000001000100000000000a000a000000000001000a00000000000a000000	008000000000000000000000000000000070000000000000008000000000000000000000000800000000000000000000000000000007000000000000000800001000100000000000a000a000000000001000a00000000000a0000000000000000000000001000100000000000a000a000000000001000a00000000000a000000
014d13	21	8	10	0cc	88bb7744784b87b4774488bb87b4784b8844884478b478b477bb77bb874b874b784b87b4774488bb87b4784b88bb774478b478b477bb77bb874b874b8844884422112211d2e1d2e1ddeeddee2d1e2d1e22eedd11d21e2de1dd1122ee2de1d21ed2e1d2e1ddeeddee2d1e2d1e22112211d21e2de1dd1122ee2de1d21e22eedd11	00bb7744704b87b4774488bb87b4784b0044004470b470b477bb77bb874b874b784b87b4774488bb87b4784b88bb774478b478b477bb77bb874b074b8844004422002211d2e0d2e1ddeeddee2d1e2d1e22eedd11d21e2de1dd1122ee2de1d21ed2e1d2e1ddeeddee2d0e2d0e22002200d21e2de1dd1122ee2de1d20e22eedd00	00bb7744704b87b4774488bb87b4784b0044004470b470b477bb77bb874b874b784b87b4774488bb87b4784b88bb774478b478b477bb77bb874b074b8844004422002211d2e0d2e1ddeeddee2d1e2d1e22eedd11d21e2de1dd1122ee2de1d21ed2e1d2e1ddeeddee2d0e2d0e22002200d21e2de1dd1122ee2de1d20e22eedd00	88bb7744784b87b47744880087b478408844884478b478b477bb7700874b8740784b870477448800870478008800770078b4780477bb7700874b07008844000022112211d2e1d2e1ddeeddee2d1e2d1e22eedd11d21e2de1dd1122ee2de1d21ed2e1d2e1ddeeddee2d0e2d0e22002200d21e2de1dd1122ee2de1020e22ee0000	88bb7744784b87b47744880087b478408844884478b478b477bb7700874b8740784b870477448800870478008800770078b4780477bb7700874b07008844000022112211d2e1d2e1ddeeddee2d1e2d1e22eedd11d21e2de1dd1122ee2de1d21ed2e1d2e1ddeeddee2d0e2d0e22002200d21e2de1dd1122ee2de1020e22ee0000	00bb7744704b87b47744880087b478400044004470b470b477bb7700874b8740784b870477448800870478008800770078b4780477bb7700874b07008844000022002211d2e0d2e1ddeeddee2d1e2d1e22eedd11d21e2de1dd1122ee2de1d21ed2e1d2e1ddeeddee2d0e2d0e22002200d21e2de1dd1122ee2de1020e22ee0000
005d19	21	8	10	0d7	ee22ee221ed21ed211dd11dde12de12deedd11221e2de1d21122eedde1d21e2d1ed21ed211dd11dde12de12dee22ee221e2de1d21122eedde1d21e2deedd11224488bb77b4784b87bb7744884b87b47844774477b487b487bb88bb884b784b78b4784b87bb7744884b87b4784488bb77b487b487bb88bb884b784b7844774477	0022002210d210d211dd11dde12de12d00dd1122102de1d21122eedde1d21e2d1ed21ed211dd11dde12de12dee22ee221e2de1d21122eedde1d20e2deedd00224400bb77b4704b87bb7744884b87b47844774477b487b487bb88bb884b784b78b4784b87bb7744884b87b4084488bb00b487b487bb88bb884b084b0844004400	0022002210d210d211dd11dde12de12d00dd1122102de1d21122eedde1d21e2d1ed21ed211dd11dde12de12dee22ee221e2de1d21122eedde1d20e2deedd00224400bb77b4704b87bb7744884b87b47844774477b487b487bb88bb884b784b78b4784b87bb7744884b87b4084488bb00b487b487bb88bb884b084b0844004400	ee22ee221ed21ed211dd1188e12de128eedd11221e2de1d21122ee88e1d21e281ed21e8211dd1188e12de108ee22ee001e2de1821122ee88e1820e08ee8800004488bb77b4784b87bb7744884b87b47844774477b487b4878888888848784878b4784b87bb7744884b8784084488880084878487888888880808080800000000	ee22ee221ed21ed211dd1188e12de128eedd11221e2de1d21122ee88e1d21e281ed21e8211dd1188e12de108ee22ee001e2de1821122ee88e1820e08ee8800004488bb77b4784b87bb7744884b87b47844774477b487b4878888888848784878b4784b87bb7744884b8784084488880084878487888888880808080800000000	0022002210d210d211dd1188e12de12800dd1122102de1d21122ee88e1d21e281ed21e8211dd1188e12de108ee22ee001e2de1821122ee88e1820e08ee8800004400bb77b4704b87bb7744884b87b47844774477b487b4878888888848784878b4784b87bb7744884b8784084488880084878487888888880808080800000000
029fe5	21	12	10	0dd	5dead960241c29162210221142e182a0581020e62ce1d20422e2dc10d21405e0250c0d1c22012201c28002c1d9a8d52c2d61d20a00685911d2182d201d01202e740480b804b4184b889a1600504b86b434ab159b834001438044804438b030a407a0284b083b4744204b87346704081a054187428844084468943824069b57ba	00ee00ee201e20162211221152e192e1001122ee20e1d21c22eedc11d2160de12d1e0d1c22112211c2e1d2c1ddacd5ee2d61d20e226edd11d21e2de15d1122ae754488ba87b4784b88bb7644704b86b477ab35bb834b87438844884438b078b487b0684b883b7744384b8704774488008749874a884488446804780477007700	00ea0060201c20162210221142e1c2a0001020e620e1d20422e2dd10d21425e0250c0d1c22012201c28002e1d9a8d52c2de1d20a00685911d2182d201d01206e760480b804b4184b889a1600504b87b434ab159b874001438044804438b030a407a4284b08bb4744204b87046704080005438742884408446804380406005700	ddeed9ee2d1e2d1e22112200d2e192e0dd1122ee2de1d21e22eedc00d21e0de02d1e2d0e22112200d2e1d200ddeedd002d61d20e22eedd00d20e2d005d002200754488ba87b4784b88bb7744784b86b477bb77bb834b874b0044004470b470b487b0784b883b7744784b0704774400000749074b004400440004000400000000	ddeed9ee2d1e2d1e22112200d2e192e0dd1122ee2de1d21e22eedc00d21e0de02d1e2d0e22112200d2e1d200ddeedd002d61d20e22eedd00d20e2d005d002200754488ba87b4784b88bb7744784b86b477bb77bb834b874b0044004470b470b487b0784b883b7744784b0704774400000749074b004400440004000400000000	00ee00ee201e20162211220052e1d2e0001122ee20e1d21c22eedd00d2162de02d1e0d0c22112200c2e1d200ddacd5002de1d20e226edd00d20e2d005d002200774488ba87b4784b88bb7644704b87b477ab35bb874b87430044004430b070b487b4684b88bb7744384b070477440000074b074a004400440004000400000000
04eb6d	21	12	10	0dd	ddeeddee2d1e2d1e22112211d2e1d2e1dd1122ee2de1d21e22eedd11d21e2de12d1e2d1e22112211d2e1d2e1ddeeddee2de1d21e22eedd11d21e2de1dd1122ee774488bb87b4784b88bb7744784b87b477bb77bb874b874b8844884478b478b487b4784b88bb7744784b87b4774488bb874b874b8844884478b478b477bb77bb	00ee00ee201e201e22112211d2e1d2e1001122ee20e1d21e22eedd11d21e2de12d1e2d1e22112211d2e1d2e1ddeeddee2de1d21e22eedd11d21e2de1dd1122ee774488bb87b4784b88bb7744784b87b477bb77bb874b874b8844884478b478b487b4784b88bb7744784b870477448800874b874b884488447804780477007700	00ee00ee201e201e22112211d2e1d2e1001122ee20e1d21e22eedd11d21e2de12d1e2d1e22112211d2e1d2e1ddeeddee2de1d21e22eedd11d21e2de15d1122ee774488ba87b4784b88bb7744784b87b477bb77bb874b874b8844884478b478b487b4784b88bb7744784b870477448800874b874b884488447804780477007700	ddeeddee2d1e2d1e22112200d2e1d2e0dd1122ee2de1d21e22eedd00d21e2de02d1e2d0e22112200d2e1d200ddeedd002de1d20e22eedd00d20e2d005d002200774488ba87b4784b88bb7744784b87b477bb77bb874b874b0044004470b470b487b4784b88bb7744784b070477440000074b074b004400440004000400000000	ddeeddee2d1e2d1e22112200d2e1d2e0dd1122ee2de1d21e22eedd00d21e2de02d1e2d0e22112200d2e1d200ddeedd002de1d20e22eedd00d20e2d005d002200774488ba87b4784b88bb7744784b87b477bb77bb874b874b0044004470b470b487b4784b88bb7744784b070477440000074b074b004400440004000400000000	00ee00ee201e201e22112200d2e1d2e0001122ee20e1d21e22eedd00d21e2de02d1e2d0e22112200d2e1d200ddeedd002de1d20e22eedd00d20e2d005d002200774488ba87b4784b88bb7744784b87b477bb77bb874b874b0044004470b470b487b4784b88bb7744784b070477440000074b074b004400440004000400000000
