index	family	c	k	pattern	selector	H	exterior	E_columns	C_columns	rows
311	C77	13	4	BO	13556	2,3,4,5,15,16,17,18,19,20,21,22,23	28	4	9	26
312	C77	13	4	OO	13557	2,3,4,5,15,16,17,18,19,20,21,22,23	28	4	9	26
313	C77	13	5	BB	13558	2,3,4,5,6,15,16,17,18,19,20,21,22	28	5	8	26
314	C77	13	5	BO	13559	2,3,4,5,6,15,16,17,18,19,20,21,22	28	5	8	26
315	C77	13	5	OO	13560	2,3,4,5,6,15,16,17,18,19,20,21,22	28	5	8	26
316	C77	13	6	BB	13561	2,3,4,5,6,7,15,16,17,18,19,20,21	28	6	7	26
317	C77	13	6	BO	13562	2,3,4,5,6,7,15,16,17,18,19,20,21	28	6	7	26
318	C77	13	6	OO	13563	2,3,4,5,6,7,15,16,17,18,19,20,21	28	6	7	26
319	C77partition	9	0	HO	13564	15,16,17,18,19,20,21,22,23	32	0	9	45
320	C77partition	9	0	AB	13565	15,16,17,18,19,20,21,22,23	32	0	9	45
321	C77partition	9	1	HO	13566	2,15,16,17,18,19,20,21,22	32	1	8	45
322	C77partition	9	1	AB	13567	2,15,16,17,18,19,20,21,22	32	1	8	45
323	C77partition	9	2	HO	13568	2,3,15,16,17,18,19,20,21	32	2	7	45
324	C77partition	9	2	AB	13569	2,3,15,16,17,18,19,20,21	32	2	7	45
325	C77partition	9	3	HO	13570	2,3,4,15,16,17,18,19,20	32	3	6	45
326	C77partition	9	3	AB	13571	2,3,4,15,16,17,18,19,20	32	3	6	45
327	C77partition	9	4	HO	13572	2,3,4,5,15,16,17,18,19	32	4	5	45
328	C77partition	9	4	AB	13573	2,3,4,5,15,16,17,18,19	32	4	5	45
329	C77partition	9	5	HO	13574	2,3,4,5,6,15,16,17,18	32	5	4	45
330	C77partition	9	5	AB	13575	2,3,4,5,6,15,16,17,18	32	5	4	45
331	C77partition	9	6	HO	13576	2,3,4,5,6,7,15,16,17	32	6	3	45
332	C77partition	9	6	AB	13577	2,3,4,5,6,7,15,16,17	32	6	3	45
333	C77partition	10	0	HO	13578	15,16,17,18,19,20,21,22,23,24	31	0	10	40
334	C77partition	10	0	AB	13579	15,16,17,18,19,20,21,22,23,24	31	0	10	40
335	C77partition	10	1	HO	13580	2,15,16,17,18,19,20,21,22,23	31	1	9	40
336	C77partition	10	1	AB	13581	2,15,16,17,18,19,20,21,22,23	31	1	9	40
337	C77partition	10	2	HO	13582	2,3,15,16,17,18,19,20,21,22	31	2	8	40
338	C77partition	10	2	AB	13583	2,3,15,16,17,18,19,20,21,22	31	2	8	40
339	C77partition	10	3	HO	13584	2,3,4,15,16,17,18,19,20,21	31	3	7	40
340	C77partition	10	3	AB	13585	2,3,4,15,16,17,18,19,20,21	31	3	7	40
341	C77partition	10	4	HO	13586	2,3,4,5,15,16,17,18,19,20	31	4	6	40
342	C77partition	10	4	AB	13587	2,3,4,5,15,16,17,18,19,20	31	4	6	40
343	C77partition	10	5	HO	13588	2,3,4,5,6,15,16,17,18,19	31	5	5	40
344	C77partition	10	5	AB	13589	2,3,4,5,6,15,16,17,18,19	31	5	5	40
345	C77partition	10	6	HO	13590	2,3,4,5,6,7,15,16,17,18	31	6	4	40
346	C77partition	10	6	AB	13591	2,3,4,5,6,7,15,16,17,18	31	6	4	40
347	C77partition	11	0	HO	13592	15,16,17,18,19,20,21,22,23,24,25	30	0	11	33
348	C77partition	11	0	AB	13593	15,16,17,18,19,20,21,22,23,24,25	30	0	11	33
349	C77partition	11	1	HO	13594	2,15,16,17,18,19,20,21,22,23,24	30	1	10	33
350	C77partition	11	1	AB	13595	2,15,16,17,18,19,20,21,22,23,24	30	1	10	33
351	C77partition	11	2	HO	13596	2,3,15,16,17,18,19,20,21,22,23	30	2	9	33
352	C77partition	11	2	AB	13597	2,3,15,16,17,18,19,20,21,22,23	30	2	9	33
353	C77partition	11	3	HO	13598	2,3,4,15,16,17,18,19,20,21,22	30	3	8	33
354	C77partition	11	3	AB	13599	2,3,4,15,16,17,18,19,20,21,22	30	3	8	33
355	C77partition	11	4	HO	13600	2,3,4,5,15,16,17,18,19,20,21	30	4	7	33
356	C77partition	11	4	AB	13601	2,3,4,5,15,16,17,18,19,20,21	30	4	7	33
357	C77partition	11	5	HO	13602	2,3,4,5,6,15,16,17,18,19,20	30	5	6	33
358	C77partition	11	5	AB	13603	2,3,4,5,6,15,16,17,18,19,20	30	5	6	33
359	C77partition	11	6	HO	13604	2,3,4,5,6,7,15,16,17,18,19	30	6	5	33
360	C77partition	11	6	AB	13605	2,3,4,5,6,7,15,16,17,18,19	30	6	5	33
361	C77partition	12	0	HO	13606	15,16,17,18,19,20,21,22,23,24,25,26	29	0	12	24
362	C77partition	12	0	AB	13607	15,16,17,18,19,20,21,22,23,24,25,26	29	0	12	24
363	C77partition	12	1	HO	13608	2,15,16,17,18,19,20,21,22,23,24,25	29	1	11	24
364	C77partition	12	1	AB	13609	2,15,16,17,18,19,20,21,22,23,24,25	29	1	11	24
365	C77partition	12	2	HO	13610	2,3,15,16,17,18,19,20,21,22,23,24	29	2	10	24
366	C77partition	12	2	AB	13611	2,3,15,16,17,18,19,20,21,22,23,24	29	2	10	24
367	C77partition	12	3	HO	13612	2,3,4,15,16,17,18,19,20,21,22,23	29	3	9	24
368	C77partition	12	3	AB	13613	2,3,4,15,16,17,18,19,20,21,22,23	29	3	9	24
369	C77partition	12	4	HO	13614	2,3,4,5,15,16,17,18,19,20,21,22	29	4	8	24
370	C77partition	12	4	AB	13615	2,3,4,5,15,16,17,18,19,20,21,22	29	4	8	24
371	C77partition	12	5	HO	13616	2,3,4,5,6,15,16,17,18,19,20,21	29	5	7	24
372	C77partition	12	5	AB	13617	2,3,4,5,6,15,16,17,18,19,20,21	29	5	7	24
373	C77partition	12	6	HO	13618	2,3,4,5,6,7,15,16,17,18,19,20	29	6	6	24
374	C77partition	12	6	AB	13619	2,3,4,5,6,7,15,16,17,18,19,20	29	6	6	24
375	C77partition	13	0	HO	13620	15,16,17,18,19,20,21,22,23,24,25,26,27	28	0	13	26
376	C77partition	13	0	AB	13621	15,16,17,18,19,20,21,22,23,24,25,26,27	28	0	13	26
377	C77partition	13	1	HO	13622	2,15,16,17,18,19,20,21,22,23,24,25,26	28	1	12	26
378	C77partition	13	1	AB	13623	2,15,16,17,18,19,20,21,22,23,24,25,26	28	1	12	26
379	C77partition	13	2	HO	13624	2,3,15,16,17,18,19,20,21,22,23,24,25	28	2	11	26
380	C77partition	13	2	AB	13625	2,3,15,16,17,18,19,20,21,22,23,24,25	28	2	11	26
381	C77partition	13	3	HO	13626	2,3,4,15,16,17,18,19,20,21,22,23,24	28	3	10	26
382	C77partition	13	3	AB	13627	2,3,4,15,16,17,18,19,20,21,22,23,24	28	3	10	26
383	C77partition	13	4	HO	13628	2,3,4,5,15,16,17,18,19,20,21,22,23	28	4	9	26
384	C77partition	13	4	AB	13629	2,3,4,5,15,16,17,18,19,20,21,22,23	28	4	9	26
385	C77partition	13	5	HO	13630	2,3,4,5,6,15,16,17,18,19,20,21,22	28	5	8	26
386	C77partition	13	5	AB	13631	2,3,4,5,6,15,16,17,18,19,20,21,22	28	5	8	26
387	C77partition	13	6	HO	13632	2,3,4,5,6,7,15,16,17,18,19,20,21	28	6	7	26
388	C77partition	13	6	AB	13633	2,3,4,5,6,7,15,16,17,18,19,20,21	28	6	7	26
