family	c	k	pattern	third_anchor	pool_size	buckets_after_anchor	ordering_rows	orbit_rows	labeled_rows
C77partition	11	6	AB	15	5	EHo:6,EOo:7,CHo:4,CAo:8,CAa:1,CBo:8,CBa:1,COo:5	32	1018	7815538276
C77partition	12	0	HO	16	11	EAo:6,EBo:6,EOo:1,CHo:10,CHa:1,CAo:2,CBo:2,COo:11,COa:1	31	468	4612067460
C77partition	12	0	AB	15	12	EAo:6,EBo:6,EOo:1,CHo:11,CAo:1,CAa:1,CBo:1,CBa:1,COo:12	31	208	4534770240
C77partition	12	1	HO	16	10	EHo:1,EAo:5,EBo:5,EOo:2,CHo:9,CHa:1,CAo:3,CBo:3,COo:10,COa:1	30	1969	4789472688
C77partition	12	1	AB	15	11	EHo:1,EAo:5,EBo:5,EOo:2,CHo:10,CAo:2,CAa:1,CBo:2,CBa:1,COo:11	30	1116	4772607840
C77partition	12	2	HO	16	9	EHo:2,EAo:4,EBo:4,EOo:3,CHo:8,CHa:1,CAo:4,CBo:4,COo:9,COa:1	30	4322	4898445552
C77partition	12	2	AB	15	10	EHo:2,EAo:4,EBo:4,EOo:3,CHo:9,CAo:3,CAa:1,CBo:3,CBa:1,COo:10	30	2916	4911130224
C77partition	12	3	HO	16	8	EHo:3,EAo:3,EBo:3,EOo:4,CHo:7,CHa:1,CAo:5,CBo:5,COo:8,COa:1	30	5929	4976098764
C77partition	12	3	AB	15	9	EHo:3,EAo:3,EBo:3,EOo:4,CHo:8,CAo:4,CAa:1,CBo:4,CBa:1,COo:9	30	4688	5004334608
C77partition	12	4	HO	16	7	EHo:4,EAo:2,EBo:2,EOo:5,CHo:6,CHa:1,CAo:6,CBo:6,COo:7,COa:1	30	5088	5037893016
C77partition	12	4	AB	15	8	EHo:4,EAo:2,EBo:2,EOo:5,CHo:7,CAo:5,CAa:1,CBo:5,CBa:1,COo:8	30	4620	5074506528
C77partition	12	5	HO	16	6	EHo:5,EAo:1,EBo:1,EOo:6,CHo:5,CHa:1,CAo:7,CBo:7,COo:6,COa:1	30	2708	5089691880
C77partition	12	5	AB	15	7	EHo:5,EAo:1,EBo:1,EOo:6,CHo:6,CAo:6,CAa:1,CBo:6,CBa:1,COo:7	30	2736	5130842080
C77partition	12	6	HO	16	5	EHo:6,EOo:7,CHo:4,CHa:1,CAo:8,CBo:8,COo:5,COa:1	32	700	5130385358
C77partition	12	6	AB	15	6	EHo:6,EOo:7,CHo:5,CAo:7,CAa:1,CBo:7,CBa:1,COo:6	32	760	5174343720
C77partition	13	0	HO	16	12	EAo:6,EBo:6,EOo:1,CHo:11,CHa:1,CAo:1,CBo:1,COo:12,COa:1	31	104	2267385120
C77partition	13	0	AB	15	13	EAo:6,EBo:6,EOo:1,CHo:12,CAa:1,CBa:1,COo:13	33	26	2186407080
C77partition	13	1	HO	16	11	EHo:1,EAo:5,EBo:5,EOo:2,CHo:10,CHa:1,CAo:2,CBo:2,COo:11,COa:1	30	558	2386303920
C77partition	13	1	AB	15	12	EHo:1,EAo:5,EBo:5,EOo:2,CHo:11,CAo:1,CAa:1,CBo:1,CBa:1,COo:12	30	248	2354592240
C77partition	13	2	HO	16	10	EHo:2,EAo:4,EBo:4,EOo:3,CHo:9,CHa:1,CAo:3,CBo:3,COo:10,COa:1	30	1458	2455565112
C77partition	13	2	AB	15	11	EHo:2,EAo:4,EBo:4,EOo:3,CHo:10,CAo:2,CAa:1,CBo:2,CBa:1,COo:11	30	828	2447745300
C77partition	13	3	HO	16	9	EHo:3,EAo:3,EBo:3,EOo:4,CHo:8,CHa:1,CAo:4,CBo:4,COo:9,COa:1	30	2344	2502167304
C77partition	13	3	AB	15	10	EHo:3,EAo:3,EBo:3,EOo:4,CHo:9,CAo:3,CAa:1,CBo:3,CBa:1,COo:10	30	1580	2506729680
C77partition	13	4	HO	16	8	EHo:4,EAo:2,EBo:2,EOo:5,CHo:7,CHa:1,CAo:5,CBo:5,COo:8,COa:1	30	2310	2537253264
C77partition	13	4	AB	15	9	EHo:4,EAo:2,EBo:2,EOo:5,CHo:8,CAo:4,CAa:1,CBo:4,CBa:1,COo:9	30	1862	2548465920
C77partition	13	5	HO	16	7	EHo:5,EAo:1,EBo:1,EOo:6,CHo:6,CHa:1,CAo:6,CBo:6,COo:7,COa:1	30	1368	2565421040
C77partition	13	5	AB	15	8	EHo:5,EAo:1,EBo:1,EOo:6,CHo:7,CAo:5,CAa:1,CBo:5,CBa:1,COo:8	30	1248	2579900960
C77partition	13	6	HO	16	6	EHo:6,EOo:7,CHo:5,CHa:1,CAo:7,CBo:7,COo:6,COa:1	32	380	2587171860
C77partition	13	6	AB	15	7	EHo:6,EOo:7,CHo:6,CAo:6,CAa:1,CBo:6,CBa:1,COo:7	32	380	2603044080
