family	c	k	pattern	E_cells	C_cells	anomalies	root_sha256
C8	12	0	B	0,6,6,1	12,2,2,12	29	f66f1d5663a543fe99a8106d1e7cfc3e1643b1197e31d85afce273f0cbaee746
C8	12	0	O	0,6,6,1	12,2,2,12	31	9b8222f33cc4c9e4c426b8c28915afbce6db181d2419e05467593d2ce6b1da01
C8	12	1	B	1,5,5,2	11,3,3,11	29	b8855fd5ab5aea8c0b981bcf8a50e9abd8f6128b7762cfda49372e5379ec08c6
C8	12	1	O	1,5,5,2	11,3,3,11	32	95a08c7e26ab45ab6b0423bdcf6e54e0a67f2bee33a49f717355f3eb9275fd4a
C8	12	2	B	2,4,4,3	10,4,4,10	29	b025e7a4e4f28361c9f6d95aebc9f44247d10e6c00bd088c239e00644bb925ff
C8	12	2	O	2,4,4,3	10,4,4,10	33	f0b6c10240bff84c029869d5d4e53cdefa3564cbc5514f7632e75d38da78e5de
C8	12	3	B	3,3,3,4	9,5,5,9	29	0dbbb3f5d099fc260d5ab069143c5ff598ff363557863738b136c4630a150d5f
C8	12	3	O	3,3,3,4	9,5,5,9	34	33c95c771a0ad66b89c4e47cd2d44cc9aeb1b95a40f8c274c3204e4d7ac37700
C8	12	4	B	4,2,2,5	8,6,6,8	29	ab9a2e675c1f072379a2cf201d644886a73880f06e38de8ad6e7cbb53f765216
C8	12	4	O	4,2,2,5	8,6,6,8	35	c77216014ae07fca6ba59e2f46f7b5cc65a384ebf79d6b61479f62caf5b7390f
C8	12	5	B	5,1,1,6	7,7,7,7	29	0245b61792d00e96d96879ba247c26ab39444996a9680ecc537b7dc5f17b90f2
C8	12	5	O	5,1,1,6	7,7,7,7	36	4696d34a8d8b4c4b0574ee933fe7e9a5ed5b5c4177197156dbc88e1eb5ff450c
C8	12	6	B	6,0,0,7	6,8,8,6	29	7322eb6bee086f7a48b02a361634a9526a3772a265dd22243096c5d2e54a50bf
C8	12	6	O	6,0,0,7	6,8,8,6	37	613cb23626960c7ed979421f98c9b614a944369d552583a84e68ebf990631d45
C8	13	0	B	0,6,6,1	13,1,1,13	29	475710d47cff096330c424fece6a6a6655a913814cd55de9c3618158670ecc30
C8	13	0	O	0,6,6,1	13,1,1,13	30	9544549ca35244f178cdb74703426e0aaeb7308fb734b5efc017146bed984fcf
C8	13	1	B	1,5,5,2	12,2,2,12	29	44bfcfe7b69c2a8925f9a8b3de6c7f9f3cae2128840ebe4e4b0c5e9b8b3503b7
C8	13	1	O	1,5,5,2	12,2,2,12	31	bae44b7444b4c319fb73bf4753adbdb210ddca83a3b0b6481c1ee05e07c2dafb
C8	13	2	B	2,4,4,3	11,3,3,11	29	315d29c831a90b193983d76b75028e86edba8eb1ae55c47354b7d2b3167fe4a4
C8	13	2	O	2,4,4,3	11,3,3,11	32	a2cec04e66025322216af11bc3d4e950e3f9fd6de817bf8eb8eccde16fe72ff7
C8	13	3	B	3,3,3,4	10,4,4,10	29	8e410e1dfccdade1867089402f83e3e52764ca2afc8f66467297b1818e1335f9
C8	13	3	O	3,3,3,4	10,4,4,10	33	a34b784d787b40683dbb2f3b9c9910480056179f6a0e81c3ae0a319d07b0bfd7
C8	13	4	B	4,2,2,5	9,5,5,9	29	267d1abbd3f79452f5e582450cda17a7ba4c7cacfdda441fd1bcddaf9456f5ce
C8	13	4	O	4,2,2,5	9,5,5,9	34	0592645ee34d21bdacdaa757c3e87e9e8ba1e7d215aff0c280dcd76b1928fd78
C8	13	5	B	5,1,1,6	8,6,6,8	29	a18560e34f6e2ccdba0fd8ddfc4f4fddc1fb066cf09a1439a958e89f2e7e2c6e
C8	13	5	O	5,1,1,6	8,6,6,8	35	0ff5817e97dd774f7ffb355cfb77841a7d35086fadce079b75e50a966fa12d95
C8	13	6	B	6,0,0,7	7,7,7,7	29	7fc32976e6737a70b28b699f5dacf126f39d7a280ecf07110a2aa7879d379dfe
C8	13	6	O	6,0,0,7	7,7,7,7	36	7971a2fe6591ade5a7fc1085287b3366dc1e4e4085dbda7a62031bf6d6438d5d
C77	9	0	BB	0,6,6,1	9,5,5,9	29,30	a270440c29b1331da3383d75cce445389c4329ff9c86fd45ee6381cfa1fed543
C77	9	0	BO	0,6,6,1	9,5,5,9	29,34	6938e61ad200e95e48a56e62e20fbcf8ccd10647f1ca5f9c8bae3dddbd0a5535
C77	9	0	OO	0,6,6,1	9,5,5,9	34,35	1d03e4d4142751f0d4ea84ebe6b07cbcc075d568dca7b2d987cf07c7aec2622e
C77	9	1	BB	1,5,5,2	8,6,6,8	29,30	c5e369f71573285dfc5a317e47c69997d241d009ae302f47bde2f5da47732711
C77	9	1	BO	1,5,5,2	8,6,6,8	29,35	b0be4d4a2a88216deadceb4f235d4010169a9604f792067933ae378fe3244038
C77	9	1	OO	1,5,5,2	8,6,6,8	35,36	a1d4544ee23fdb964313a40153def75b8d5e22a437a092e9449876b789781b44
C77	9	2	BB	2,4,4,3	7,7,7,7	29,30	c2d3f7e47175fed194a7864a4e2af5614fa2ef654ae92b961a20b3e533fdd968
C77	9	2	BO	2,4,4,3	7,7,7,7	29,36	46ec3d3b997e313a2f0a681acc4f0f5aaae7a7bc94fb25cdf762445e9044737a
C77	9	2	OO	2,4,4,3	7,7,7,7	36,37	30317b2a1e3ea09eea5efb593e40c1c8c20a09b09adf425b7c91bf5e5469cf9f
C77	9	3	BB	3,3,3,4	6,8,8,6	29,30	f4ddb9fc18c1373dd5a2c4224c7fd46c465fa1bc5bda8d96cebacf477444b538
C77	9	3	BO	3,3,3,4	6,8,8,6	29,37	f05a36e90e9b04f5868b9deb832fecaebd0f26f000174a2838530fc7318244bf
C77	9	3	OO	3,3,3,4	6,8,8,6	37,38	b91b4e6863268f845b32531fb8ce3a031db46385e7e805149b0f3d4198a681a9
C77	9	4	BB	4,2,2,5	5,9,9,5	29,30	8fdd108d6da279870f0f3a0371ccd6beb6331048baf6be9b50411e7e5db11ea2
C77	9	4	BO	4,2,2,5	5,9,9,5	29,38	87b2dc0619152e65943a116cdce12dc99285ddac806f10b1274a85d721615b0e
C77	9	4	OO	4,2,2,5	5,9,9,5	38,39	8cc7a6c90e27ed7934c248e595bb636c0bb6aff5f91271ae41a6ecd13fd0a140
C77	9	5	BB	5,1,1,6	4,10,10,4	29,30	5c4989d7af1f3beba7b1920562e5e38d7287ee58bb685f7dbc2aeb6c80f4e360
C77	9	5	BO	5,1,1,6	4,10,10,4	29,39	ff386c9f713c4e7a58dad44bb9fe5bbdedbb3e8d9422a5b62cd0c75e59ddadfc
C77	9	5	OO	5,1,1,6	4,10,10,4	39,40	f5a44cbbeaacaecd7a52bfc6acebd9447bd8824c9a10109dacb7afa6d04f099b
C77	9	6	BB	6,0,0,7	3,11,11,3	29,30	1b953b3d398832e9aee76f00d6e3dd905ba98748db70b2352858b5d1e9184d1f
C77	9	6	BO	6,0,0,7	3,11,11,3	29,40	c592bfb3b7974b907bb6460a058afcf96c7cce98ab152a53ddfb542330c74f9e
C77	9	6	OO	6,0,0,7	3,11,11,3	40,41	8b5a758bbd9559182ed7d6f352d3ff1b29e249416bb167ec955f74208a72d922
C77	10	0	BB	0,6,6,1	10,4,4,10	29,30	6c3f57cb86359221102d1cd65e46f96979bc97bd43a14a4c4376760429921cc6
C77	10	0	BO	0,6,6,1	10,4,4,10	29,33	3cb463794a1dc0d442db1a8fa5ceb9efdb50f32d99081cca038bb73ebb303538
C77	10	0	OO	0,6,6,1	10,4,4,10	33,34	8d38fac1d9def6aa2f63cf7fd8326acbeb3185e615c5671f5c8d73672c87c14c
C77	10	1	BB	1,5,5,2	9,5,5,9	29,30	5caa22eda7cb78a094cc0fb6db2e662e3129894846cd3ef2722b25c080631105
C77	10	1	BO	1,5,5,2	9,5,5,9	29,34	c7a81a26ead9fb46c03ba68e2eb692ac9f7d9e5acf512c5ebe9bcd80d385b3bd
C77	10	1	OO	1,5,5,2	9,5,5,9	34,35	8ea39b22d3f8aa4e2b291ab787c8ffb84997d662dca4df72985dfcc3592f8ed4
C77	10	2	BB	2,4,4,3	8,6,6,8	29,30	855ba2bdbd7ae9af8da4395cbc01fcb428e0f2f7d51a5d590adc2982aa181b2b
C77	10	2	BO	2,4,4,3	8,6,6,8	29,35	1e69c47207734a1d917dedd28893a3c8cb397ea54a94012a1409f20bcd22e161
C77	10	2	OO	2,4,4,3	8,6,6,8	35,36	50ffa025a5351c409ee7b425371db9b3a56541923f848494e153b35f979c1b64
C77	10	3	BB	3,3,3,4	7,7,7,7	29,30	2b8b3413efbdc0232975ea13cd87ca7ce4d72aeb1b09cd740dcca9ebb25a06b3
C77	10	3	BO	3,3,3,4	7,7,7,7	29,36	291d9ef6a65622f8e0a2ac0eea4718c16e4e69f9ab7df0a133d51319c56b5e76
C77	10	3	OO	3,3,3,4	7,7,7,7	36,37	acbc884546925b14a31973930ef2665370261bd5a2370f5f83682ba4c5275afd
C77	10	4	BB	4,2,2,5	6,8,8,6	29,30	49dfa60e205a9679ef7ee0baaad281d270806469448fe81fd8c053289c57abec
C77	10	4	BO	4,2,2,5	6,8,8,6	29,37	f6d771dba30d31e10dd8b9a842fe0d50589789da27d5193bff171159c2bfab1d
C77	10	4	OO	4,2,2,5	6,8,8,6	37,38	327cf947a4a2bf0bfa7b6fdd4556f83680a206416a9c113a276e21743163762b
C77	10	5	BB	5,1,1,6	5,9,9,5	29,30	89768f07ced322aefd644414756902587da28edc38b2acad6344e91585a8a10b
C77	10	5	BO	5,1,1,6	5,9,9,5	29,38	e01bd7624570526359a6b3bc86458df946a1fabe5a7657cbaff41f9c0d2e2218
C77	10	5	OO	5,1,1,6	5,9,9,5	38,39	8e905a3b0ff0e31b848d58b736fa6797a3fc90123daac61e4ae5fd785013821e
C77	10	6	BB	6,0,0,7	4,10,10,4	29,30	81b4e85f33f6c403b595565b4224a9d36c9539beb831a284de20fc9891bb4626
C77	10	6	BO	6,0,0,7	4,10,10,4	29,39	a6711e57f0054e579725a7b5d2fca4ee84b2975b4c318833290287b6e6e81ec1
C77	10	6	OO	6,0,0,7	4,10,10,4	39,40	462d5e2b46eb525a9278aa5226ecef3ed8307806c0a0068f5005ce59900bc3ae
C77	11	0	BB	0,6,6,1	11,3,3,11	29,30	cbcd53be3ff8ac6d56dcc271b73c0f40bc505d5bebb40f8d7c7af9bf0b52face
C77	11	0	BO	0,6,6,1	11,3,3,11	29,32	798e446509f05100ed8067ff467e3bda5edf2ac4fdaf5c92914cc13a3e2789e4
C77	11	0	OO	0,6,6,1	11,3,3,11	32,33	3842dfe7a1574556792ac7592ef33137cfab587f12fc0be1cd9503199d3f0d08
C77	11	1	BB	1,5,5,2	10,4,4,10	29,30	9710e6f98dc0c7490c772db6009228309468e22a0e1de51cb32743631924805a
C77	11	1	BO	1,5,5,2	10,4,4,10	29,33	514d2674a2d541be8edccf760286536f6b281eee989f8ad7e16c4afd82b60898
C77	11	1	OO	1,5,5,2	10,4,4,10	33,34	f909ad161306750b0a37dc614e82b8bf1be3e7bc7ed42d67052ed35ccd509b63
C77	11	2	BB	2,4,4,3	9,5,5,9	29,30	3d2dc7c9d881b44f94b9e3e3d467ba857906a89e14bda963d0512268b579c7a0
C77	11	2	BO	2,4,4,3	9,5,5,9	29,34	80334803a4eea1d19e013ff0177a948b3eaacd3634a0095e17aefb862a2f2e15
C77	11	2	OO	2,4,4,3	9,5,5,9	34,35	50a1d6e22db232ab72a30ae853fd536427c7becd129ac6124a3eb96d19dcebd9
C77	11	3	BB	3,3,3,4	8,6,6,8	29,30	65c99fc2385455d1b39d8b5e658ea8a0eaf16d78464739382d006e6c023ef34b
C77	11	3	BO	3,3,3,4	8,6,6,8	29,35	a1d88bcb461c97d7462f970e4934b7818eecf32a90bbf0c2669b1dae6fbf0165
C77	11	3	OO	3,3,3,4	8,6,6,8	35,36	cc2f694132a1e6705df26f26e955cf5af474a5a8ddaebc378ddad3a14826c432
C77	11	4	BB	4,2,2,5	7,7,7,7	29,30	c9349794e227032a50ad1df44033ca272037f50470c6839c0d039eead5d018eb
C77	11	4	BO	4,2,2,5	7,7,7,7	29,36	c0f0e7fa2db90fbfa929793a685f22f2233b979be05189e56cb6c5978551aa0a
C77	11	4	OO	4,2,2,5	7,7,7,7	36,37	a16c432880a2c174443b1f662caa5ce074cf4be2ce154d408e76440ce01e8b15
C77	11	5	BB	5,1,1,6	6,8,8,6	29,30	a3f96c771567307222203dcf1fbf225595a3eb381ea71d1d9ff277254582729b
C77	11	5	BO	5,1,1,6	6,8,8,6	29,37	8e00f1682bdc51c56c6db454e521c2be33cc6268a0fe303fe3648b310f6fa223
C77	11	5	OO	5,1,1,6	6,8,8,6	37,38	347e98c7ce5645c555f04b66033cc8bc7d265f9f1ab3c6b6de7939168b4c20f5
C77	11	6	BB	6,0,0,7	5,9,9,5	29,30	4a41b3624b0af57bfaeedee5bd6bc9f3d8bb30293ee0db787e95bee3dd2648a7
C77	11	6	BO	6,0,0,7	5,9,9,5	29,38	c5e412316557ceeaa2133d2bc384139b09e5375d5dba6a57e4a46240ca265799
C77	11	6	OO	6,0,0,7	5,9,9,5	38,39	abc3bc6a3bf5b69a5aabf4ad6fe93d51cdb36e6bd9acf0181ebd1f857a63b273
C77	12	0	BB	0,6,6,1	12,2,2,12	29,30	a96e12c61ad11118a759b97d6c14851a0a52c54829c64c60973f45d0ba33497d
C77	12	0	BO	0,6,6,1	12,2,2,12	29,31	2898981bffed217996b2b8cbe6fee57f2805d85f7c7562f9d77317075d5a687e
C77	12	0	OO	0,6,6,1	12,2,2,12	31,32	88a894bcc81f32ea655ee9305eda11e715be4baee38ac07a69ed3637882075c9
C77	12	1	BB	1,5,5,2	11,3,3,11	29,30	92385521b1c7b6fa8980390cd4775ef811450dd9e1be4a17265408942180de64
C77	12	1	BO	1,5,5,2	11,3,3,11	29,32	677f6eb8fc3ffadde3b895de8b4e50cb1ceadcb80a5ee5a048d055694d7e675f
C77	12	1	OO	1,5,5,2	11,3,3,11	32,33	78a464e12a6f2102c130a654084c7e9b472efab5f4939c2bf24612de73bc8313
C77	12	2	BB	2,4,4,3	10,4,4,10	29,30	eebf1c20b4749b575334f6b5c41b96b9a90a2b4bf3ab20a6335ab9eb5d0c9551
C77	12	2	BO	2,4,4,3	10,4,4,10	29,33	7e902beb5cfe91a54183483e30c90a24e8135b59511682b4d3c9cfb0acc6d66f
C77	12	2	OO	2,4,4,3	10,4,4,10	33,34	91fe30eb57ffb6118a639304d8efbe072ac12e1ccb12a1179c676c30eb6c8ce5
C77	12	3	BB	3,3,3,4	9,5,5,9	29,30	51822f995e07510fc9eb7601d07394378bd5ae9da2213a75fefc8d4f568c205b
C77	12	3	BO	3,3,3,4	9,5,5,9	29,34	540b094de0a0b53ed6f47fb6ebed6334773e275b3e73c88005f76ae5cf7e7b22
C77	12	3	OO	3,3,3,4	9,5,5,9	34,35	be6f9c21b72119cfce7081e312a8538eeb501204f96dc867766be8f4deaa1f88
C77	12	4	BB	4,2,2,5	8,6,6,8	29,30	cf8f554ef7676c192daa7860c3842a651424c2c9e235481cd337d2f5cadbadc8
C77	12	4	BO	4,2,2,5	8,6,6,8	29,35	cd7d048f53a6fa386cd0d50737d95c31369c6f3c25982526a61fcc716950ed96
C77	12	4	OO	4,2,2,5	8,6,6,8	35,36	c8a63b93cfbfc68bdbcfc833118112cd284d0831453028da0e98b5afa83c6301
C77	12	5	BB	5,1,1,6	7,7,7,7	29,30	49aaf3998b1b4c5d62366c9242db1a0464c679c593c3bab3a2dae03ea0abeade
C77	12	5	BO	5,1,1,6	7,7,7,7	29,36	5061bd8529f731aa3a65d0d722b9f3492654119b565889be89a675e941ef7951
C77	12	5	OO	5,1,1,6	7,7,7,7	36,37	e5ed9d4066f4a71ec3beb9b45ebb9c161a815859a230edc44039380d2c9f2719
C77	12	6	BB	6,0,0,7	6,8,8,6	29,30	153f21d565a307e1a0b29666b854553f5edfc888ad4ac1e906d71bd7c11509e7
C77	12	6	BO	6,0,0,7	6,8,8,6	29,37	768b66e7ff78dba66f98148bbd2d22e421113b76d3fd991e8313b09acf96228f
C77	12	6	OO	6,0,0,7	6,8,8,6	37,38	da98a345d03a5ca8fee832da4961fd5fe9ebb625cba9186bbfd858c7ff424f74
C77	13	0	BO	0,6,6,1	13,1,1,13	29,30	f0cad4f29930f3b8765c11f8ba76a83c081fe2c68b6aed3bdbc38b4be5b2b813
C77	13	0	OO	0,6,6,1	13,1,1,13	30,31	ebca02e936c5b8cfbacf6b8b3fc797eb35d01ca1e9792ccd5d7da7a2b9bdcbfd
C77	13	1	BB	1,5,5,2	12,2,2,12	29,30	40aeab6c76e604641719da60b017ec4e831090f8b8804beb12daff324c0cc75a
C77	13	1	BO	1,5,5,2	12,2,2,12	29,31	99d3769a8ad323625b97dc39200ce0d528655642b2d10e11d9ca1d1f6d820a64
C77	13	1	OO	1,5,5,2	12,2,2,12	31,32	a070b9b37502930ae6275b2c5a3dbd9a850b2e43f85fe1633ec7f5b42f8e2be6
C77	13	2	BB	2,4,4,3	11,3,3,11	29,30	77816beef8f51d164360e45b6c4b21a6e47e63ed416d63e44ec71e1653639bcf
C77	13	2	BO	2,4,4,3	11,3,3,11	29,32	b71cc3ec63534e850df4157f1ff1b0c4c6b86c07931de75c5418976204328be0
C77	13	2	OO	2,4,4,3	11,3,3,11	32,33	a56150838979ee44b3951c7a0030e520ec76ff38bc0565cebd72ffbb7537a783
C77	13	3	BB	3,3,3,4	10,4,4,10	29,30	900f3a66ee6e6277f17d22317e8ad3541910f2680ac3c30bdd5436859241adbb
C77	13	3	BO	3,3,3,4	10,4,4,10	29,33	2197433c5d70db85fd6eca80a8b100b468250463ea3b8b11a36caf3ca2213b20
C77	13	3	OO	3,3,3,4	10,4,4,10	33,34	f9850ffba4f22f49a4dd1f1bdab2f7587c502761d169d56b5076a26ac9f1769f
C77	13	4	BB	4,2,2,5	9,5,5,9	29,30	d36ef54259ef00b41ae96ab971d4a5f5b48dc706cfa8b070a7df6cfa4cebd93b
C77	13	4	BO	4,2,2,5	9,5,5,9	29,34	e0dabbe7771442af117aef7a5ffcff877e7335a56a32019d42a291b9a7b84b89
C77	13	4	OO	4,2,2,5	9,5,5,9	34,35	30c6b47e3d42f38662d30b234bd59667c512452c96d1bba35e73f8ed7f310862
C77	13	5	BB	5,1,1,6	8,6,6,8	29,30	a7c740077dacf9db722803af2f2e8207b1b17fb6b5e2477ce5d0dbeba5baba5c
C77	13	5	BO	5,1,1,6	8,6,6,8	29,35	e9e844bb2865831b1186d04e985c989e05b9aabb6b1a23ac790ac3f9bcc75a7e
C77	13	5	OO	5,1,1,6	8,6,6,8	35,36	0f6fae37c736b163c4d1d116965ca2565062b321a02f9afe5e9832cc8a0c23a5
C77	13	6	BB	6,0,0,7	7,7,7,7	29,30	991fcb44f5f613371e8d3f7508da0e886638f642ea9d4431e3faf8c0f412c140
C77	13	6	BO	6,0,0,7	7,7,7,7	29,36	79068287cca7f16faa230c79d9495e57dcb893c46803476b63854a7412e2363d
C77	13	6	OO	6,0,0,7	7,7,7,7	36,37	2c05c9b9e6e18a03be49a28eb076d91ced56181fff33c04b9a8c84192436d7cb
C77partition	9	0	HO	0,6,6,1	9,5,5,9	15,34	24fd94873758bce97a47ff624e5e8d791af140d80f7ccff9d88ec5366f0323dc
C77partition	9	0	AB	0,6,6,1	9,5,5,9	24,29	40cf0a2c759a38df1eac3460c77a1216f733af0ec91d881b58ad5c0c63fe627f
C77partition	9	1	HO	1,5,5,2	8,6,6,8	15,35	d066bbaed412a5cd8832477345ac52079fa853ef1e2e3e9ebaed3a34dcc54ec4
C77partition	9	1	AB	1,5,5,2	8,6,6,8	23,29	9f2660a4600001dcaa128c864ee210b1ded89166e5d07fcddc6801e4e8d215b9
C77partition	9	2	HO	2,4,4,3	7,7,7,7	15,36	c0624e795f4093b2d8d91eb10699057f1d41f4ea51984963bb8e7abcd7ee8b82
C77partition	9	2	AB	2,4,4,3	7,7,7,7	22,29	20c15c759d92011e740bf7a51b9b90c958dca3f38f3af4261e7aed964783d8ef
C77partition	9	3	HO	3,3,3,4	6,8,8,6	15,37	d1a020a1f1b12bc52ab38500fbc8df0c4355156a114b3672471a7d40596cffc4
C77partition	9	3	AB	3,3,3,4	6,8,8,6	21,29	c142e9f2fc28c82d0ba2874b40db517a8a5fdb1b1ac22b4d830376dc46d3fff6
C77partition	9	4	HO	4,2,2,5	5,9,9,5	15,38	7606d38d89cc64190b1bf4e441ba0d77597f50efd7837b917e531de83ceefdde
C77partition	9	4	AB	4,2,2,5	5,9,9,5	20,29	40a0e701df5330012d8e242365ce417fb2631840bb4b8b10b76fe561ac5241e4
C77partition	9	5	HO	5,1,1,6	4,10,10,4	15,39	cb566d16ced5dbdd708276b12adc7500de15a1875497350bba3ebff1fe3942a6
C77partition	9	5	AB	5,1,1,6	4,10,10,4	19,29	d1e6ae7f1eeb1c82827c976d5efed0607e8f0b29f837f1cca1fa1a3b155c2d27
C77partition	9	6	HO	6,0,0,7	3,11,11,3	15,40	ce84f41de2e8652e9a77cf77c7a8553f4385a065b6f00b6bf371ddcf7f0bbf6e
C77partition	9	6	AB	6,0,0,7	3,11,11,3	18,29	ba6e91a5d2a82caf026f3be2119bfd535d32e07b8a7d3bd7616a2e5eeb8ca799
C77partition	10	0	HO	0,6,6,1	10,4,4,10	15,33	69f849a4eea6cf400e9bddac419bfdd37eca97451186d7f94a173b85a5cdd6dd
C77partition	10	0	AB	0,6,6,1	10,4,4,10	25,29	e4a5ab9b9fe5ed502312d1c0941af6eb0d4b2f2058fe6cefb0b272104dcc1687
C77partition	10	1	HO	1,5,5,2	9,5,5,9	15,34	de9367ad828329fe1feb14902ecf6c22b87f5d4a4fd4600aaed163fdc830e9e0
C77partition	10	1	AB	1,5,5,2	9,5,5,9	24,29	b0a56634bf4dc74bea1bba487f0e3caa824c6cc0abc687dcafe0c9781406836b
C77partition	10	2	HO	2,4,4,3	8,6,6,8	15,35	755f7f641f7a8b9a8b2b685bfeff67009f0e3ec4fd9b73517456a0d2d041201b
C77partition	10	2	AB	2,4,4,3	8,6,6,8	23,29	8bbdcbe1d344be0dbc05f0eb655ba347c915744c1277a6b9dcbbcdaeebfb3dfd
C77partition	10	3	HO	3,3,3,4	7,7,7,7	15,36	c398441a3ab678f08283833c575ba78f7ece962a35d8a4b7458e73c422c894a4
C77partition	10	3	AB	3,3,3,4	7,7,7,7	22,29	223dd6c6fce31301b1b94b93b6a2a9cd634f86078b626d29df2afb2dfbb768a4
C77partition	10	4	HO	4,2,2,5	6,8,8,6	15,37	a3d5f9133e5a242e5fe4f8c60f806041a414bbf971632ecbc4baff20123c2d2a
C77partition	10	4	AB	4,2,2,5	6,8,8,6	21,29	7f92f46501cf5abaf8daf6df8cd1aec061b2af7233e84ffd8def53e3dc9ce56b
C77partition	10	5	HO	5,1,1,6	5,9,9,5	15,38	05e9aedd0565a6c72396404246c21af3cacde6370061950a5927c04ed9064190
C77partition	10	5	AB	5,1,1,6	5,9,9,5	20,29	379be15f53732e1112b27047a2502b477e42dbf72e8da09e014d42b819ea2e4e
C77partition	10	6	HO	6,0,0,7	4,10,10,4	15,39	bf2fc4eb256f8d6a565a46a9d2a0f53e042032875ed8c9dc0a592825c7dda4c4
C77partition	10	6	AB	6,0,0,7	4,10,10,4	19,29	62119d91b77bc8f3a97f5a3de6609c82f9fc0edb6b7e48194bd3c8896cdeacc8
C77partition	11	0	HO	0,6,6,1	11,3,3,11	15,32	182f9d512cc93da08fed3019e86ab14260b86bf834fd5c62adb58290f89607ee
C77partition	11	0	AB	0,6,6,1	11,3,3,11	26,29	78ab12b48b646057e289c77971892b647c8dd1fce6f8a400168bbe6572639d5e
C77partition	11	1	HO	1,5,5,2	10,4,4,10	15,33	0897442894177389de38bd650ca3bcf6e2944a0c1ac2ebbd5a4a84fe702355a9
C77partition	11	1	AB	1,5,5,2	10,4,4,10	25,29	f9d5602c146d5f140d0331c7bf9c78c038acd6f373ec10f3bc44351c71f6d5b6
C77partition	11	2	HO	2,4,4,3	9,5,5,9	15,34	c5d2dd4165e97e2cc01b448047fa35295f154abbc846a88d882135fcabbd8aab
C77partition	11	2	AB	2,4,4,3	9,5,5,9	24,29	5212f249f9e24513ff0d2e48879b008f4f8c92a54db1f704ce21ad345a6b0877
C77partition	11	3	HO	3,3,3,4	8,6,6,8	15,35	4da7e355c86eb640bd58badb48d689858de8d156a6a8cf2b092f74b774afaffa
C77partition	11	3	AB	3,3,3,4	8,6,6,8	23,29	561e31a9dda988d41571e0894d4e4d7bfbc7b06f815f10cfbebda75366023eb6
C77partition	11	4	HO	4,2,2,5	7,7,7,7	15,36	80badeab6d4dd5d8e5e4af49ea1f77666db8a8fe1a8e579a8448760b01b9a6c8
C77partition	11	4	AB	4,2,2,5	7,7,7,7	22,29	971799c9ff0f653f2a9909e7bc19f0520664554dc042202b616433601b94e8f7
C77partition	11	5	HO	5,1,1,6	6,8,8,6	15,37	1335a897f1e8813c0c7c87c4d6b59e09d035ae7f0e9008295aa206b62acf5abb
C77partition	11	5	AB	5,1,1,6	6,8,8,6	21,29	2e984a0d52cf4cd838ab516e5241cb141a71c38a7f20964e74eb8bee88819c79
C77partition	11	6	HO	6,0,0,7	5,9,9,5	15,38	6a49a95936b525ffe0557a3da0ee5c4c504967098d8dde2cc5441c55092f9ed6
C77partition	11	6	AB	6,0,0,7	5,9,9,5	20,29	bef74adcd76f5eaba9c436a3908498254a0cdb972a5a4571ae6f5aaf79aac283
C77partition	12	0	HO	0,6,6,1	12,2,2,12	15,31	9933ae633284b3371e1b32ddf73d7958dab60757d909f21d8610cbf5603e1cd9
C77partition	12	0	AB	0,6,6,1	12,2,2,12	27,29	aef837a5271b1c10d61e2f6c958b061af68e93dde41afd4b82c8138906b85435
C77partition	12	1	HO	1,5,5,2	11,3,3,11	15,32	ed5ccf0215635d17e7caee632af866716314f2eef447cd5a4630bd26c6d28225
C77partition	12	1	AB	1,5,5,2	11,3,3,11	26,29	662d5c2b5145a2fd6bd825ebdad2ec06e390dc125cb082a996844d71b491f2b3
C77partition	12	2	HO	2,4,4,3	10,4,4,10	15,33	79951b6ecc7e26cbef2d21a8967f37d92ba2e45efbd5c59f205f459096baa5dc
C77partition	12	2	AB	2,4,4,3	10,4,4,10	25,29	5711fb615d61e742074e2dca4f145bf618665ac92b69db74efc622869fae59b7
C77partition	12	3	HO	3,3,3,4	9,5,5,9	15,34	97976fab913c119710664107712a1428e6a234ff513537380c5e4374f67097eb
C77partition	12	3	AB	3,3,3,4	9,5,5,9	24,29	54e07f5c8eaf1a08fde4e48e3f67f7b1a921f2fc3444d22425dcdbf49a77271e
C77partition	12	4	HO	4,2,2,5	8,6,6,8	15,35	35356de7332f59ab42e313234336bbb42e8737a908ad9a88ff159eef089ee826
C77partition	12	4	AB	4,2,2,5	8,6,6,8	23,29	b85e30dd915e8c864c25692b79e3a524ea157209eed7992d7f42175f77706514
C77partition	12	5	HO	5,1,1,6	7,7,7,7	15,36	773daa551e28f3dfe7f4ded9a9e7ea26334965d6bca75ab88a6602405d0260dc
C77partition	12	5	AB	5,1,1,6	7,7,7,7	22,29	7e8736b0fba6f55597575cb7876a24c8a51afe9a3535a722e5401cd56d3bb5cf
C77partition	12	6	HO	6,0,0,7	6,8,8,6	15,37	79f877fe885de623e410b8a8d322cdc9caa1def842b30151f329932f8dfc6211
C77partition	12	6	AB	6,0,0,7	6,8,8,6	21,29	f8b7dc2233cee5617860a3a8e76dfa92176fada7c085faf78e883655d5049671
C77partition	13	0	HO	0,6,6,1	13,1,1,13	15,30	fd3eb74fe43816bf5a6e270ad6ff69e302e085db07bef51eed23432db268301a
C77partition	13	0	AB	0,6,6,1	13,1,1,13	28,29	407b3d0c56f117e6eab6f9943728faa30bb16f77ec2ca6499e88ebb4d528bc46
